EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
639,24,0,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,80,2,6,3,3,6,5,1,4
641,26,0,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,80,2,6,5,4,5,3,1,4
643,24,0,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,80,1,1,2,3,1,0,0,0
644,50,0,Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,80,1,32,2,3,32,5,10,7
645,25,0,Travel_Rarely,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,80,0,7,1,3,7,4,0,6
647,24,1,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,80,1,6,4,3,6,3,1,2
648,30,1,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,80,1,1,2,4,1,0,0,0
649,34,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,80,1,6,3,3,6,5,1,3
650,31,1,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,80,0,9,2,1,3,1,1,2
652,35,0,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,80,0,9,3,3,3,2,0,2
653,31,0,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,80,2,13,4,4,7,7,5,7
655,27,0,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,80,2,6,5,2,5,3,0,3
656,37,0,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,80,1,17,3,2,3,0,1,0
657,20,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,80,0,1,0,4,1,0,0,0
659,42,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,80,2,10,4,3,10,2,2,2
661,43,0,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,80,1,21,3,2,1,0,0,0
662,38,0,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,80,0,8,3,2,0,0,0,0
663,43,0,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,80,1,10,3,3,8,7,4,7
664,48,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,80,1,21,3,1,3,2,0,2
665,44,0,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,80,0,10,1,4,2,2,0,2
666,34,0,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,80,2,8,3,3,8,2,0,6
667,27,1,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,80,1,5,3,3,4,3,0,2
669,21,0,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,80,0,3,2,3,3,2,1,2
671,44,0,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1
675,22,0,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,80,0,3,3,3,2,2,2,2
677,33,0,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,80,0,6,3,3,5,0,1,2
679,32,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,80,1,6,2,2,6,4,0,5
680,30,0,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,80,1,1,2,3,1,0,0,0
682,53,0,Travel_Rarely,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,80,0,18,2,4,14,7,8,10
683,34,0,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,80,1,10,4,2,10,9,8,8
684,45,1,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,80,2,5,4,3,1,1,0,0
686,26,0,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,80,1,3,2,3,3,2,0,2
689,37,0,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,80,1,10,2,3,10,7,7,8
690,29,0,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,80,1,6,5,2,6,0,1,2
691,35,0,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,80,0,17,3,3,17,11,11,8
692,33,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,80,1,15,2,1,13,11,4,7
698,54,0,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,80,1,16,1,4,9,7,7,1
699,36,0,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,80,1,13,2,3,3,2,0,2
700,27,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,80,0,5,0,3,4,2,1,1
701,20,1,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,80,0,1,5,3,1,0,1,1
702,33,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,80,0,10,3,3,10,8,9,7
704,35,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,80,2,1,3,3,1,0,0,0
705,23,0,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,80,1,5,3,4,3,2,0,2
707,25,0,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,80,1,4,4,3,3,2,1,2
709,38,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,80,0,8,2,3,7,7,0,5
710,29,0,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,80,1,10,5,3,10,7,2,8
712,48,0,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,80,0,12,3,3,2,2,2,2
714,27,0,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,80,2,6,3,3,6,5,0,4
715,37,0,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,80,0,4,2,3,1,0,0,0
716,50,0,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,80,3,20,3,3,20,8,3,8
717,34,0,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,80,0,9,3,4,8,7,7,7
720,24,1,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,80,0,4,3,3,2,2,2,0
721,39,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,80,0,20,4,3,20,7,11,10
722,32,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,80,0,10,2,2,10,7,0,8
723,50,1,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,80,1,18,4,3,4,3,1,3
724,38,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,80,0,10,4,2,9,7,1,8
725,27,0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,80,0,9,3,3,9,7,0,7
727,32,0,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,80,0,10,6,3,7,7,7,7
728,47,0,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,80,0,20,2,3,7,7,1,7
729,40,0,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,80,1,20,2,3,18,13,1,12
730,53,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,80,0,32,3,3,5,1,1,3
731,41,0,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,80,3,23,2,2,21,6,12,6
732,60,0,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,80,0,10,1,3,2,2,2,2
733,27,0,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,80,2,9,4,2,9,7,1,7
734,41,0,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,80,1,22,3,3,22,7,2,10
738,50,0,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,80,1,4,2,3,2,2,2,2
741,28,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,80,0,10,4,3,7,7,3,7
742,36,0,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,80,1,10,2,3,8,7,0,5
743,38,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,80,0,10,4,4,1,0,0,0
744,44,0,Non-Travel,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,80,0,9,5,3,5,2,1,4
746,47,0,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,80,2,28,2,2,22,2,11,13
747,30,0,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,80,1,10,2,2,8,7,7,7
749,29,0,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,2755,1,No,11,3,3,80,0,1,6,3,1,0,0,0
752,42,1,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,80,0,7,2,3,2,2,2,2
754,43,0,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,80,1,7,5,3,2,2,2,2
757,34,0,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,80,0,10,2,3,5,1,4,3
758,23,0,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,80,1,5,2,4,4,3,0,2
760,39,0,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,80,1,12,3,1,8,3,3,6
762,56,0,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,80,0,30,1,2,10,7,1,1
763,40,0,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,4,80,0,5,2,2,4,2,2,3
764,27,0,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,80,0,9,2,1,7,6,0,7
766,29,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,80,2,2,2,3,2,2,2,2
769,53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,80,0,19,4,3,2,2,2,2
771,35,0,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,80,1,16,2,4,1,0,0,0
772,32,0,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,80,2,10,2,3,10,8,4,7
773,38,0,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,80,1,6,0,1,1,0,0,1
775,34,0,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,3,80,1,7,3,3,0,0,0,0
776,52,0,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,80,0,34,3,4,34,6,1,16
780,33,1,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,Single,2686,5207,1,Yes,13,3,3,80,0,10,2,2,10,9,7,8
781,25,0,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,Single,6180,22807,1,No,23,4,2,80,0,6,5,2,6,5,1,4
783,45,0,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,Single,6632,12388,0,No,13,3,1,80,0,9,3,3,8,7,3,1
784,23,0,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,80,0,2,3,3,2,2,0,2
785,47,1,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,80,0,8,2,3,5,4,1,3
786,34,0,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,80,0,6,5,3,6,5,1,4
787,55,1,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,80,1,24,2,3,5,2,1,4
789,36,0,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,80,0,10,1,3,10,7,0,9
791,52,0,Non-Travel,Research & Development,19,4,Medical,4,Male,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,80,1,5,3,3,4,3,1,2
792,26,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,80,1,5,2,3,2,2,2,0
793,29,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,80,1,11,3,2,8,7,1,1
796,26,1,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,80,0,6,2,2,4,3,1,2
797,34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,80,0,10,2,3,4,2,1,3
799,54,0,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Yes,11,3,2,80,2,9,4,3,5,3,1,4
800,27,0,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,80,1,5,3,3,4,2,1,1
802,37,0,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,80,2,6,3,2,5,3,4,3
803,38,0,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,80,0,17,2,3,15,7,4,12
804,34,0,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,80,0,6,3,3,6,5,1,3
805,35,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,80,1,3,1,2,3,2,0,2
806,30,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,80,2,7,2,3,2,2,0,2
807,40,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,80,1,8,2,3,8,7,3,7
808,34,0,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,80,1,6,1,3,3,2,1,2
809,42,0,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,80,1,24,4,2,24,7,14,9
811,23,1,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,80,2,1,2,3,0,0,0,0
812,24,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,80,3,1,4,3,1,0,0,0
813,52,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,80,1,9,3,3,5,2,1,4
815,50,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,80,0,30,3,3,4,3,0,3
816,29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,80,1,1,1,3,1,0,0,0
817,33,0,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,80,0,14,3,4,13,9,3,7
819,33,1,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,80,0,6,3,3,3,2,0,2
820,47,0,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,80,1,26,3,2,26,14,3,0
823,36,0,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,2,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,80,1,10,2,3,9,7,0,5
824,29,0,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,80,1,10,3,3,10,7,0,7
825,58,1,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,80,0,40,2,3,31,15,13,8
826,35,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,80,0,7,0,3,2,2,2,2
827,42,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,80,1,8,4,3,4,3,0,2
828,28,1,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,80,0,5,3,2,2,2,2,1
829,36,0,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,80,1,8,2,3,5,2,0,4
830,32,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,80,1,14,3,3,14,13,6,8
832,40,0,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,80,0,10,6,3,1,0,0,0
833,30,0,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,2,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,80,0,12,4,2,0,0,0,0
834,45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,80,0,1,3,3,1,0,0,0
836,42,0,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,80,1,10,3,2,9,8,7,8
837,38,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,80,1,13,3,2,4,3,1,2
838,34,0,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,2553,8306,1,No,16,3,3,80,0,6,3,3,5,2,1,3
840,49,1,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,80,2,9,3,4,9,8,7,7
842,55,1,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,80,0,12,3,2,9,7,7,3
843,43,0,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,80,1,22,3,3,4,1,1,0
844,27,0,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,80,1,9,3,3,9,8,0,8
845,35,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,80,0,17,3,4,8,5,1,6
846,28,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,80,0,8,2,3,8,7,7,5
847,34,0,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,1,Human Resources,4,Married,3737,2243,0,No,19,3,3,80,1,4,1,1,3,2,0,2
848,26,1,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,80,1,8,2,3,8,7,1,7
850,27,0,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,80,3,0,6,2,0,0,0,0
851,51,0,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,80,1,29,2,2,20,6,4,17
852,44,0,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,80,0,10,2,2,5,2,2,3
854,25,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,3424,21632,7,No,13,3,3,80,0,6,3,2,4,3,0,1
855,33,0,Travel_Rarely,Sales,1,3,Medical,1,Male,4,2,Sales Executive,1,Divorced,4037,21816,1,No,22,4,1,80,1,9,5,3,9,8,0,8
856,35,0,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,80,0,6,3,2,6,5,1,1
857,36,0,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,80,1,18,1,2,18,14,4,11
859,32,0,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,80,1,8,3,2,5,2,0,3
861,30,0,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,80,1,10,3,2,5,4,0,3
862,53,0,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,3,Sales Executive,4,Married,10934,20715,7,Yes,18,3,4,80,1,35,3,3,5,2,0,4
864,45,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,80,1,18,2,3,5,4,0,2
865,32,0,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,2,Research Scientist,3,Married,5175,22162,5,No,12,3,3,80,1,9,3,2,5,3,1,3
867,52,0,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,4,Manufacturing Director,4,Married,13826,19028,3,No,22,4,3,80,0,31,3,3,9,8,0,0
868,37,0,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,2,Sales Executive,3,Divorced,6334,24558,4,No,19,3,4,80,2,9,2,3,1,0,0,0
869,28,0,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,23965,1,No,13,3,4,80,1,6,6,3,5,1,0,4
872,22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,2,Manufacturing Director,4,Married,4775,19146,6,No,22,4,1,80,2,4,2,1,2,2,2,2
874,44,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,80,1,10,2,2,3,2,0,2
875,42,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,80,0,8,2,3,2,1,2,2
